id,gtw-id,time,frequency,data-rate,rssi,alt,lat,long
1,eui-aa555a0000000006,2020-12-10T13:33:24.725046286Z,868.1,SF9BW125,-121,203.8,51.0219,13.7348
1,eui-58a0cbfffe802655,2020-12-10T13:33:24.725046286Z,868.1,SF9BW125,-113,203.8,51.0219,13.7348
1,eui-f6175516db7c5b04,2020-12-10T13:33:24.725046286Z,868.1,SF9BW125,-111,203.8,51.0219,13.7348
1,eui-b827ebfffead3656,2020-12-10T13:33:24.725046286Z,868.1,SF9BW125,-105,203.8,51.0219,13.7348
1,eui-dca632ffff85afc2,2020-12-10T13:33:24.725046286Z,868.1,SF9BW125,-24,203.8,51.0219,13.7348
2,eui-aa555a0000000006,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-120,203.8,51.0219,13.7348
2,DresdenNeustadt,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-121,203.8,51.0219,13.7348
2,eui-58a0cbfffe802655,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-113,203.8,51.0219,13.7348
2,eui-f6175516db7c5b04,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-115,203.8,51.0219,13.7348
2,eui-b827ebfffead3656,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-101,203.8,51.0219,13.7348
2,eui-dca632ffff85afc2,2020-12-10T13:33:48.703411233Z,868.1,SF9BW125,-24,203.8,51.0219,13.7348
3,eui-f6175516db7c5b04,2020-12-10T13:34:12.670225736Z,868.1,SF9BW125,-119,203.8,51.0219,13.7349
3,DresdenNeustadt,2020-12-10T13:34:12.670225736Z,868.1,SF9BW125,-120,203.8,51.0219,13.7349
3,eui-b827ebfffead3656,2020-12-10T13:34:12.670225736Z,868.1,SF9BW125,-113,203.8,51.0219,13.7349
3,eui-dca632ffff85afc2,2020-12-10T13:34:12.670225736Z,868.1,SF9BW125,-73,203.8,51.0219,13.7349
4,DresdenNeustadt,2020-12-10T13:34:36.642960462Z,868.1,SF9BW125,-121,205.3,51.0219,13.7349
4,eui-f6175516db7c5b04,2020-12-10T13:34:36.642960462Z,868.1,SF9BW125,-117,205.3,51.0219,13.7349
4,eui-b827ebfffead3656,2020-12-10T13:34:36.642960462Z,868.1,SF9BW125,-113,205.3,51.0219,13.7349
4,eui-dca632ffff85afc2,2020-12-10T13:34:36.642960462Z,868.1,SF9BW125,-71,205.3,51.0219,13.7349
5,eui-f6175516db7c5b04,2020-12-10T13:35:00.617624895Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
5,eui-b827ebfffead3656,2020-12-10T13:35:00.617624895Z,868.1,SF9BW125,-109,205.3,51.0219,13.7349
5,eui-dca632ffff85afc2,2020-12-10T13:35:00.617624895Z,868.1,SF9BW125,-79,205.3,51.0219,13.7349
6,eui-f6175516db7c5b04,2020-12-10T13:35:24.583577795Z,868.1,SF9BW125,-118,205.3,51.0219,13.7349
6,eui-b827ebfffead3656,2020-12-10T13:35:24.583577795Z,868.1,SF9BW125,-113,205.3,51.0219,13.7349
6,eui-dca632ffff85afc2,2020-12-10T13:35:24.583577795Z,868.1,SF9BW125,-75,205.3,51.0219,13.7349
7,DresdenNeustadt,2020-12-10T13:35:48.539506856Z,868.1,SF9BW125,-121,205.3,51.0219,13.7349
7,eui-f6175516db7c5b04,2020-12-10T13:35:48.539506856Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
7,eui-b827ebfffead3656,2020-12-10T13:35:48.539506856Z,868.1,SF9BW125,-111,205.3,51.0219,13.7349
7,eui-dca632ffff85afc2,2020-12-10T13:35:48.539506856Z,868.1,SF9BW125,-73,205.3,51.0219,13.7349
8,DresdenNeustadt,2020-12-10T13:36:12.508649168Z,868.1,SF9BW125,-121,205.3,51.0219,13.7349
8,eui-f6175516db7c5b04,2020-12-10T13:36:12.508649168Z,868.1,SF9BW125,-116,205.3,51.0219,13.7349
8,eui-b827ebfffead3656,2020-12-10T13:36:12.508649168Z,868.1,SF9BW125,-111,205.3,51.0219,13.7349
8,eui-dca632ffff85afc2,2020-12-10T13:36:12.508649168Z,868.1,SF9BW125,-74,205.3,51.0219,13.7349
9,eui-f6175516db7c5b04,2020-12-10T13:36:36.372254176Z,868.1,SF9BW125,-117,205.3,51.0219,13.7349
9,eui-b827ebfffead3656,2020-12-10T13:36:36.372254176Z,868.1,SF9BW125,-109,205.3,51.0219,13.7349
9,eui-dca632ffff85afc2,2020-12-10T13:36:36.372254176Z,868.1,SF9BW125,-74,205.3,51.0219,13.7349
10,eui-f6175516db7c5b04,2020-12-10T13:37:00.237954892Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
10,eui-b827ebfffead3656,2020-12-10T13:37:00.237954892Z,868.1,SF9BW125,-113,205.3,51.0219,13.7349
10,eui-dca632ffff85afc2,2020-12-10T13:37:00.237954892Z,868.1,SF9BW125,-77,205.3,51.0219,13.7349
11,DresdenNeustadt,2020-12-10T13:37:24.112217841Z,868.1,SF9BW125,-121,205.3,51.0219,13.7349
11,eui-f6175516db7c5b04,2020-12-10T13:37:24.112217841Z,868.1,SF9BW125,-116,205.3,51.0219,13.7349
11,eui-b827ebfffead3656,2020-12-10T13:37:24.112217841Z,868.1,SF9BW125,-108,205.3,51.0219,13.7349
11,eui-dca632ffff85afc2,2020-12-10T13:37:24.112217841Z,868.1,SF9BW125,-80,205.3,51.0219,13.7349
12,eui-f6175516db7c5b04,2020-12-10T13:37:48.007927572Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
12,eui-dca632ffff85afc2,2020-12-10T13:37:48.007927572Z,868.1,SF9BW125,-95,205.3,51.0219,13.7349
12,eui-b827ebfffead3656,2020-12-10T13:37:48.007927572Z,868.1,SF9BW125,-113,205.3,51.0219,13.7349
13,eui-f6175516db7c5b04,2020-12-10T13:38:11.967527247Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
13,eui-b827ebfffead3656,2020-12-10T13:38:11.967527247Z,868.1,SF9BW125,-115,205.3,51.0219,13.7349
13,eui-dca632ffff85afc2,2020-12-10T13:38:11.967527247Z,868.1,SF9BW125,-79,205.3,51.0219,13.7349
14,eui-f6175516db7c5b04,2020-12-10T13:38:35.93949067Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
14,eui-b827ebfffead3656,2020-12-10T13:38:35.93949067Z,868.1,SF9BW125,-113,205.3,51.0219,13.7349
14,eui-dca632ffff85afc2,2020-12-10T13:38:35.93949067Z,868.1,SF9BW125,-81,205.3,51.0219,13.7349
15,eui-f6175516db7c5b04,2020-12-10T13:38:59.910417489Z,868.1,SF9BW125,-119,205.3,51.0219,13.7349
15,eui-b827ebfffead3656,2020-12-10T13:38:59.910417489Z,868.1,SF9BW125,-112,205.3,51.0219,13.7349
15,eui-dca632ffff85afc2,2020-12-10T13:38:59.910417489Z,868.1,SF9BW125,-80,205.3,51.0219,13.7349
16,DresdenNeustadt,2020-12-10T13:39:23.872315273Z,868.1,SF9BW125,-121,200.2,51.0219,13.7348
16,eui-b827ebfffead3656,2020-12-10T13:39:23.872315273Z,868.1,SF9BW125,-117,200.2,51.0219,13.7348
17,eui-f6175516db7c5b04,2020-12-10T13:39:47.843812694Z,868.1,SF9BW125,-119,199.6,51.022,13.7332
17,eui-dca632ffff85afc2,2020-12-10T13:39:47.843812694Z,868.1,SF9BW125,-95,199.6,51.022,13.7332
17,eui-b827ebfffead3656,2020-12-10T13:39:47.843812694Z,868.1,SF9BW125,-113,199.6,51.022,13.7332
18,eui-58a0cbfffe8021c6,2020-12-10T13:40:11.861994593Z,868.1,SF9BW125,-117,198,51.0221,13.7306
19,DresdenNeustadt,2020-12-10T13:40:35.799303483Z,868.1,SF9BW125,-119,167.2,51.0237,13.7306
19,eui-58a0cbfffe802655,2020-12-10T13:40:35.799303483Z,868.1,SF9BW125,-111,167.2,51.0237,13.7306
19,eui-f6175516db7c5b04,2020-12-10T13:40:35.799303483Z,868.1,SF9BW125,-112,167.2,51.0237,13.7306
20,eui-b827ebfffead3656,2020-12-10T13:40:59.76697199Z,868.1,SF9BW125,-112,139.89,51.0246,13.7319
21,eui-dca632ffff85afc2,2020-12-10T13:41:23.734268795Z,868.1,SF9BW125,-96,139.89,51.0241,13.7361
21,eui-b827ebfffead3656,2020-12-10T13:41:23.734268795Z,868.1,SF9BW125,-117,139.89,51.0241,13.7361
22,eui-b827ebfffead3656,2020-12-10T13:41:47.710613134Z,868.1,SF9BW125,-117,114.4,51.0237,13.7403
